"CUISINE_ID","DISH_LIKED","CUISINES"
1623,"Veggie Pizza, Garlic Bread, Lava Cake, Chocolava, Spicy Paneer","Pizza"
1624,"Thai Chicken, Paratha, Mutton Fry","North Indian, South Indian, Chinese"
1625,"\N","South Indian, Fast Food, North Indian"
1626,"Beer, Cocktails, Pizza, Peri Chicken, Belgian Wit, Neer Dosa, Cheese Balls","Continental, South Indian, Finger Food, Pizza, Seafood"
1627,"Manchow Soup, Spring Roll, Masala Papad, Curd Rice, Malai Kofta, Roti, Thali","North Indian, Chinese"
1628,"Salads, Sandwiches, Chicken Curry, Dal Makhani, Paratha, Noodles, Apple Mojito","Healthy Food, North Indian, Biryani, Continental, Desserts"
1629,"Puri Saagu, Idli Sambar, Filter Coffee, Plain Dosa, Idli Vada, Vada Sambar, Rava Idli","South Indian, North Indian, Chinese, Street Food, Juices"
1630,"Lassi, Buttermilk, Tandoori Chicken, Mutton Biryani, Dhania Chicken, Mutton Roganjosh, Lime Soda","North Indian"
1631,"Chicken Grill, Grape Juice, Tandoori Chicken, Shawarma Roll, Wings, Rolls, Chicken Curry","North Indian, Kebab, Chinese, Fast Food"
1632,"\N","Fast Food, Burger, Beverages, Ice Cream"
1633,"Mutton Pepper Fry, Biryani, Chicken Tenders, Butter Naan, Roti, Paneer Malai Tikka, Yakhni Pulao","North Indian, Mughlai, Chinese"
1634,"\N","BBQ, Rolls"
1635,"Appam, Kerala Parotta, Buttermilk, Biryani, Chicken Fry, Beef Fry, Fish Curry","Kerala"
1636,"Tandoori Chicken","Andhra, Hyderabadi, Biryani"
1637,"Burgers, Sandwiches, Salmon, Peanut Butter Smoothie, Margherita Pizza, Ravioli, Salad","American, Cafe, Continental"
1638,"\N","Burger, Sandwich, Beverages"
1639,"Vegetable Biryani, Chicken Biryani, Chicken Kebab, Mutton Biryani","North Indian, Biryani"
1640,"Sandwich, Sandwiches, Salad, Salads, Chicken Teriyaki Sub","Healthy Food, Sandwich, Salad"
1641,"Appam, Cocktails, Tiramisu, Mocktails, Kebab Platter, Salads, Lamb","Lebanese, Mediterranean, Afghan"
1868,"\N","Fast Food, Arabian, Beverages"
1869,"Sandwiches, Masala Pav, Chicken Burger, Filter Coffee, Burgers, Masala Chai, French Fries","Bakery, Fast Food"
1870,"Mango Kulfi, Kulcha, Chole, Rice, Tandoori Chicken, Shahi Tukda, Paneer Wrap","Fast Food, Rolls"
1871,"Beer, Cocktails, Nachos, Pork Ribs, Pizza, Tiramisu, Stout","Continental, Finger Food"
1872,"Biryani, Paratha, Salad, Gulab Jamun, Sandwich, Dal Makhani, Chicken Wrap","North Indian, Mughlai, Fast Food"
1873,"Hot Chocolate Fudge, Caramel Ice Cream, Brownie Sundae, Banana Split, Thick Shakes, Brownie Chocolate, Apple Pie","Ice Cream, Desserts"
1874,"Pav Bhaji, Filter Coffee, Onion Dosa, Mysore Pak, Vada, Filter Kaapi, Rava Dosa","South Indian, North Indian, Chinese, Street Food, Fast Food"
1875,"Mutton Chops, Mutton Fry, Brain Fry, Mutton Masala, Mutton Curry, Donne Biryani, Chicken Curry","South Indian"
1876,"Mutton Soup, Roti","North Indian, South Indian"
1877,"Rolls, Cheesy Chicken, Chocolava Cake, Paneer Wrap","North Indian, Biryani, Fast Food"
1878,"Coffee, Spaghetti, Pancakes, Nachos, Pasta, Sandwich, Garlic Bread","Cafe, Chinese, Continental, Italian"
1879,"Cocktails, Paneer Tikka, Rasmalai, Rabri, Masala Papad, Vegetable Biryani, Chicken Curry","North Indian, Afghani, Mughlai"
1880,"Faluda, Mango Lassi, Sweet Lassi, Fruit Salad, Shrikhand, Matka Kulfi, Pudina Lassi","Beverages"
1881,"Lassi, French Fries, Cheese Balls, Paneer Pakora, Dal Makhani, Buttermilk, Cheese Paratha","North Indian"
1882,"\N","Sandwich, Rolls, South Indian, Ice Cream"
1883,"Filter Coffee, Rava Idli, Kali Dosa, Carrot Halwa, Idli Vada, Vada Sambar, Bonda","South Indian"
1884,"\N","Chinese, North Indian, Andhra, South Indian"
1885,"Cocktails, Mocktails, Beer, Biryani, Pizza, Drunken Prawn, Long Island Iced Tea","Continental, Finger Food, Asian, North Indian"
1886,"Buddha Bowl, Chicken Curry, Raita, Brownie, Chole, Veg Thali, Idli","Healthy Food, North Indian, Biryani, Continental, Desserts"
1887,"Breakfast Buffet, Cocktails, Sunday Brunch, Noodles, Mocktails, Veg Sushi, Salads","Continental, North Indian, Japanese, Italian"
1888,"Dal Makhani, Kulcha, Makke Ki Roti, Butter Chicken, Garlic Naan, Tandoori Chicken, Palak Paneer","North Indian"
1889,"\N","Cafe, Burger, Rolls, Beverages"
1890,"Chicken Masala Biryani, Kulcha, Raita, Chicken Nihari, Shami Kebab, Shahi Tukda, Mutton Biryani","North Indian, Biryani, Awadhi, Mughlai"
1891,"Mango Ice Cream, Coffee, Chocolate Icecreams, Tender Coconut Ice Cream, Kala Jamun, Kesar Pista, Malai Korma","Ice Cream, Desserts"
1892,"Pizza, Pasta, Sangria, Bruschettas, Salads, Nachos, Tiramisu","Salad, Healthy Food, Italian, Juices, Mexican, Pizza"
1893,"Paratha, Dal Makhani, Lassi, Naan, Veg Thali, Chole, Kulcha","North Indian"
1894,"Lassi, Mushroom Masala, Chaach, Aloo Paratha, Chole Kulcha, Kadai Paneer, Chole Bhature","North Indian"
1895,"\N","Arabian, Rolls, Kebab"
2018,"\N","North Indian, Biryani, Ice Cream, Desserts"
2019,"Donut, Choco Bomb, Latte, Coffee, Hot Chocolate, Waffles, Chocolate Decadence","Bakery, Desserts, Beverages"
2020,"Chilli Paneer, Hakka Noodles","Chinese"
2021,"Fish","South Indian, North Indian, Chinese"
2022,"Donut, Coffee, Chocolate Dreamcake, Latte, Cookie Crunch, Hot Chocolate, Cappuccino","Desserts, Beverages"
2023,"Rolls, Phirni, Mutton Biryani, Kadhai Murgh, Tandoori Roti, Chicken Roll, Chicken Chaap","North Indian, Mughlai, Biryani"
2024,"Lassi, Murgh Lababdar, Chaap, Patiala Paneer, Butter Paneer, Butter Chicken, Chicken Rara","North Indian"
2025,"Vada, Coffee, Masala Dosa, Idli, Tea, Podi Dosa, Pongal","South Indian"
2026,"Sizzler Brownie, Ice Tea, Paneer Steak, Momos, Pizza, Sangria, Tomato Soup","American, Continental, Fast Food, Steak"
2027,"Wonton, American Chopsuey","Chinese"
2028,"Chicken Satay, Mutton Brain, Egg Biryani, Paneer Tikka Masala, Rolls, Lemon Chicken, Butter Chicken","North Indian, Mughlai, South Indian, Chinese"
2029,"\N","Street Food, Mithai, North Indian"
2030,"Chole Bhature, Thali, Papdi Chaat, Shahi Paneer","Mithai, Street Food"
2031,"Momos, Wedges, Chai, Veg Club Sandwich, Masala Tea, Pasta, Maggi","Cafe, Continental, Momos, Italian, North Indian"
2032,"Peri Peri Chicken, Shikanji, Peri Peri Pizza, Steak, Bun Maskas, Pasta, Burgers","Cafe, Continental, Fast Food, Pizza, Italian, Burger, Chinese, Desserts"
2033,"Paneer Pasanda, Panneer Butter Masala, Murgh Platter, Veg Platter, Jeera Rice","Biryani, North Indian, Chinese"
2034,"Gajar Ka Halwa, Gulab Jamun, Vanilla Ice Cream, Fish, Salad, Chicken Biryani, Tomato Soup","North Indian, Pan Asian, Chinese, Italian, Continental, South Indian"
2035,"Rolls, Mutton Biryani, Tangdi Kabab, Butter Chicken, Kheer, Chicken Roll, Tandoori Chicken","North Indian, Mughlai, Rolls, Fast Food"
2036,"Masala Dosa, Bonda Soup, Rava Dosa, Tomato Soup, Bhel Puri, Coffee, Roti","South Indian, North Indian, Chinese, Street Food"
2037,"Pizza, Mushroom Soup, Pasta, Banana Smoothie, Almond Soup, Potato Skins, Kiwi Lemonade","Italian, Salad, Healthy Food, Cafe, Asian, Desserts, Pizza"
2038,"Pasta, Peri Peri Chicken, Basil Smoothie, Baked Chicken, Yakisoba","Continental, American, Mediterranean, Healthy Food"
2039,"Pizza, Seafood Pasta, Panna Cotta, Ravioli, Lasagne, Tiramisu, Virgin Sangria","Italian"
2040,"\N","Chinese, Thai, Pan Asian"
2041,"Pizza, Chocolate Cake, Cocktails, Nachos, Sangria, Craft Beer, Mocktails","Continental, Asian, Italian, North Indian"
2042,"Biryani, Veg Thali, Chicken Tikka, Tandoori Roti, Buttermilk","Andhra, Biryani"
2043,"Brownie Chocolate, Chicken Biryani, Noodles, Veg Momos","North Indian, Chinese, Biryani"
2044,"Wheat Beer, Salsa, Pizza, Tiramisu, Lager, Cosmopolitan, Cocktails","Finger Food, North Indian, Continental"
2045,"Chicken Curry","South Indian"
2046,"\N","Cafe, Healthy Food, Beverages"
2047,"Burgers, Momo Burger, Chocolate Momos, Tandoori Momos","Tibetan, Momos"
2048,"Salads, Gulab Jamun, Fish Curry, Lunch Buffet","North Indian, Chinese, Continental"
2049,"Garlic Bread, Thin Crust Pizza, Pizza Burger","Pizza, Fast Food"
2050,"Caramel Ganache","Desserts, Ice Cream, Beverages"
6864,"\N","Biryani"
6865,"\N","North Indian, Chinese"
6866,"Puttu Biryani, Egg Roast","Kerala, North Indian, Chinese"
6867,"\N","Chinese, Kerala, South Indian"
6868,"Chicken Steak, Beer, Beef Steak, Cheese Nachos, Honey Chilli Potatoes, French Fries, Masala Peanuts","Finger Food"
6869,"Biryani, Breakfast Buffet, Fish, Salads, Burgers, Caramel Pudding, Steak","European, American, Continental, North Indian, Steak"
6870,"Courteous Staff","North Indian, Chinese"
6871,"Coffee, Pasta, Salads, Tiramisu, Pizza, Waffles, Pancakes","Cafe, Continental, Italian"
6872,"Pizza, Coffee, Burgers, Pasta, Tiramisu, Sandwiches, Tea","Cafe, Desserts"
6873,"Paneer Roll, Masala Chai, Masala Tea, Aloo Paratha, Chaat, Brownie Chocolate, Methi Paratha","Cafe, Street Food"
6874,"\N","Cafe, Fast Food, Beverages"
6875,"Pulpy Grape Juice, Chicken Grill, Tandoori Chicken, Shawarma Roll, Bbq Chicken, Mutton Biryani, Tomato Soup","Arabian, North Indian, Chinese, Fast Food"
6876,"\N","Mughlai, Chinese, North Indian"
6877,"\N","South Indian, Beverages"
6878,"Chaat, Dabeli, Panipuri","Street Food, Fast Food"
6879,"Chaach, Bhindi Anardana, Thandai, Jal-jeera, Lunch Thali, Sweet Lassi, Crispy Babycorn","North Indian"
6880,"\N","Fast Food, North Indian"
6881,"\N","Bakery, Sandwich"
6882,"Tomato Soup, Brownie Shake, Pizza, Salad, Fries, Chicken Bbq Wings, Pasta","Cafe, North Indian, Pizza, Sandwich, Salad"
6883,"Burgers, Fries, Pasta, Pork Chops, Chocolate Milkshake, Sandwiches, Waffles","Cafe, Burger, Italian, Salad"
6884,"\N","North Indian, Mughlai, Biryani"
6885,"\N","Street Food"
6886,"Benne Dosa","South Indian"
6887,"\N","Cafe, Continental, Beverages"
6888,"\N","Fast Food, Rolls"
6889,"Rice Bowl, Burgers, Hot Wings, Virgin Mojito, Chicken Popcorn, Fries, Zinger Burger","Burger, Fast Food"
6890,"Jeera Rice, Mutton Chops, Chicken Salad, Vegetable Biryani, Zafrani Mutton Biryani, Mutton Seekh, Mutton Roganjosh","North Indian, Mughlai, Salad"
6891,"Coffee, Masala Dosa, Tea, Badam Milk, Vada, Idli, Raagi Dosa","South Indian, Coffee"
6892,"Chocolate Overdose, Chocolate Icecreams, Brownie, Coffee, Waffles, Tiramisu, Hot Chocolate Fudge","Desserts, Beverages"
6893,"Coffee, Burgers, Pasta, Beef Steak, Chicken Lasagne, Salads, Sandwiches","Fast Food, American, Chinese"
6894,"\N","Turkish, Rolls"
6895,"Burgers, Wood Fire Pizza, Nachos","Italian, American, Fast Food, Wraps, Rolls, Salad"
6896,"Matka Lassi, Paneer Tikka, Chole, Shikanji, Onion Kulcha, Malai Chaap, Soya Chaap","North Indian"
6897,"Luchi, Mutton Kosha, Mutton Curry, Roti, Fish Finger, Chicken Curry","Bengali, Bihari"
6898,"\N","Biryani, Rolls, Middle Eastern, Arabian, Charcoal Chicken"
6899,"Coffee, Cup Cake","Bakery, Desserts"
6900,"Chicken Grill, Biryani, Shawarma","North Indian, Seafood, Biryani, Kerala"
6901,"Noodles, Nasi Goreng, Rolls, Kiwi Mojito, Brownie, Tom Yum Soup, Dumplings","Chinese, Thai, Asian"
6902,"\N","Street Food, Beverages"
6903,"Chicken Grill, Rumali Roti, Rolls","Mughlai, Kebab, Chinese"
6904,"\N","Mangalorean, Chinese, North Indian"
6905,"Belgian Chocolate, Waffle Cone, Tiramisu","Ice Cream, Bakery, Desserts"
6906,"Italian Wonder","Desserts"
6907,"\N","Seafood"
6908,"Pasta, Wedges, Pizza, Nachos, Mocktails, Burgers, Thick Shakes","Cafe, Continental, Italian, Burger"
6909,"Filter Coffee, Triple Chocolate, Brownie Chocolate, Vanilla Ice Cream, Brownie Shake, Tiramisu, Chocolate Shake","Desserts, Fast Food"
6910,"Spaghetti, Wheat Beer, Cocktails, Risotto, Nachos, Gourmet Pizza, Draught Beer","Continental, Italian"
6911,"\N","Mithai"
6912,"Beer, Cocktails, Masala Peanuts","North Indian, Chinese"
6913,"Chilli Chicken, Chicken Curry, Mutton Biryani, Gundappa Donne Biryani","Biryani"
6914,"Burgers, Paan Ice Cream, Butter Chicken Pizza, Peri Peri Chicken Burger, Caramel Custard, Cheesecake, Hot Chocolate","Ice Cream, Cafe, Pizza, Burger, Desserts, Beverages"
6915,"Butter Naan, Mocktails, Cocktails, Sunday Brunch, Waffles, Gulab Jamun, Veg Platter","North Indian, Mughlai"
6916,"\N","Fast Food, Rolls, Momos"
6917,"\N","Biryani, Andhra, Chinese"
6918,"Cocktails, Chaap, Tandoori Chicken, Mocktails, Beer, Ghee Roast Mutton, Martini","Continental, Asian, North Indian"
6919,"\N","Finger Food, Continental"
6920,"Egg Noodles, Biryani","North Indian, Chinese, Biryani"
6921,"Kebab Biryani, Raita, Chicken Biryani, Vegetable Biryani, Basmati Rice, Hyderabadi Biryani, Dum Biryani","Biryani"
6922,"\N","BBQ"
6923,"Butter Chicken, Pasta, Gulab Jamun, Rolls, Fruit Custard, Halwa, Maggi","North Indian, South Indian, Chinese"
6924,"\N","North Indian, Chinese, Italian, Thai"
6925,"\N","North Eastern"
6926,"\N","Cafe, Continental"
6927,"\N","Cafe, Bakery"
6928,"Tea, Chocolate Muffin, Veg Burger, Coffee, Burgers, Brownie, Donut","Cafe, Bakery"
6929,"Tandoori Chicken, Butter Chicken, Lassi, Shahi Paneer, Tandoori Roti, Rumali Roti, Biryani","North Indian, Chinese"
6930,"\N","Fast Food, Rolls, Juices"
6931,"Cocktails, Pizza, French Fries","Italian, North Indian, Continental"
6932,"\N","Burger, Cafe, Pizza, Beverages"
6933,"Belgian Waffles, Bubble Gum Shake, Hot Chocolate, Salted Caramel, Nutella Waffle","Desserts, Beverages"
6934,"Paratha, Samosa, Vada Pav","North Indian, Mithai"
6935,"Hunan Tofu, Noodles, Jumbo Prawns, Jasmine Tea, Chicken Momo, Cocktails, Momos","Chinese"
6936,"Jasmine Tea, Spring Roll, Golden Fried Prawns, Hakka Noodles, Hunan Chicken Gravy, Drunken Chicken Wings, Dragon Rolls","Chinese, Thai, Momos, Vietnamese"
6937,"Biryani","North Indian, South Indian, Continental, Asian"
6938,"Cup Cake, Peri Peri Paneer Pizza, Coffee, Waffles, Hot Chocolate, Chocolate Hazelnut, Rainbow Cake","Cafe, Bakery"
6939,"\N","North Indian, Mangalorean, Chinese"
6940,"Masala Vada, Buttermilk","South Indian"
6941,"Mutton Keema Biryani, Panneer Butter Masala, Pot Biryani, Vegetable Biryani, Thali, Dal Makhani, Tangdi Kabab","South Indian, North Indian, Chinese, Biryani"
6942,"Thali, Chilli Chicken, Chicken Curry, Andhra Meal, Vegetable Biryani","Andhra, Chinese, North Indian, Biryani"
6943,"Hyderabadi Style Biryani, Tandoori Chicken, Mutton Biryani, Vegetable Biryani, Dum Biryani, Chicken Boneless Biryani, Lemon Chicken","Biryani, North Indian, Chinese"
6944,"\N","Healthy Food, North Indian, Thai"
6945,"Phirni, Butter Chicken, Cocktails, Kadhai Paneer, Chicken Curry, Cucumber Juice, Rabri","North Indian, Mughlai, Italian"
6946,"\N","Cafe, Sandwich, Beverages"
6947,"\N","North Indian, Oriya, Chinese"
6948,"\N","Chinese, Biryani"
6949,"Pizza, Pasta, Mocktails, Tiramisu, Mousse, Sangria, Minestrone Soup","Italian, Continental, Pizza"
6950,"Friendly Staff","Continental, Chinese, North Indian, South Indian"
6951,"Omelette, French Toast, Bun Masala, Pasta, Egg Pav Bhaji, Fajitas, Paneer Wrap","Continental, American"
6952,"Mushroom Quiche, Chicken Quiche, Coffee, Chocolate Milkshake, Caramel Frappe, Espresso, Tea","Cafe, Continental, American, Desserts"
6953,"Balti Gosht, Cocktails, Dal Makhani","Mughlai, North Indian, Desserts"
6954,"Cocktails, Tom Yum Soup, Lobster Bisque, Lobster Risotto, Pulled Pork, Lamb, Asparagus Risotto","Thai, Continental, North Indian"
6955,"\N","Fast Food, North Indian, Chinese"
6956,"Rolls, Shawarma, Chicken Shawarama, Beef Shwarma, Haleem, Beef Seekh Roll, Chicken Roll","Arabian, Biryani, Rolls, Kebab"
6957,"\N","Continental, Italian, Chinese"
6958,"Nachos, Pasta Del Barone, Cheesy Garlic Bread, Thin Crust Pizza, Oreo Milkshake, Tortilla Chips, Manali Pizza","Pizza, Italian"
6959,"Cocktails, Mocktails, Pizza, Butter Chicken Burger, Paan Ice Cream, Margarita, Sangria","European, North Indian, Mediterranean, Asian, Salad"
6960,"Gulab Jamun, Thali, Salad","Bengali"
6961,"\N","North Indian, Mithai"
6962,"Waffles, Blueberry Cheesecake, Brownie Fudge, Vanilla Ice Cream, Freak Shake, Nutella Cheesecake, Nutella Waffle","Ice Cream, Desserts, Beverages"
6963,"Whole Meat Shawarma, Fries, Jumbo Shawarma, Malgoum Shawarma, Rolls, Chicken Shawarama, Kerala Parotta","Arabian"
6964,"\N","North Indian, Chinese, Fast Food"
6965,"Rasmalai, Murgh Lababdar, Kadai Paneer, Dal Makhani, Fish, Jal-jeera, Lassi","North Indian"
6966,"Potato Skins, Pizza, Mushroom Soup, Pasta, Banana Smoothie, Almond Soup, Kiwi Lemonade","Italian, Salad, Healthy Food, Cafe, Asian, Desserts, Pizza"
6967,"Sea Food, Neer Dosa, Crab Ghee Roast, Jumbo Prawns, Thali, Crab Butter, Crab Masala","Seafood, Mangalorean, North Indian, Chinese"
6968,"Sushi, Miso Soup, Steak, Ramen, Tea, Rolls, Tempura","Japanese"
6969,"\N","North Indian, Chinese, Arabian, Rolls"
6970,"Tom Yum Soup, Cocktails, Jasmine Rice, Clear Soup, Sea Food, Pad Thai, Lemongrass Tea","Thai, Asian"
6971,"Brownie, Mutton Seekh, Salads, Rasmalai, Tandoori Aloo, Mutton Soup, Lunch Buffet","North Indian, Mughlai"
6972,"\N","Tibetan, Chinese"
6973,"Roti, Naan, Butter Chicken, Biryani, Saffron Rice, Mutton Kebab, Lassi","North Indian, Iranian"
6974,"Pav Bhaji, Chaat, Masala Poori, Panipuri, Dahipuri, Sev Puri, Sandwiches","Chinese, Beverages, Street Food"
6975,"Fish, Aloo Posto","North Indian, Mughlai, Bengali, Chinese"
6976,"Burgers, Peri Peri Chips, Beer, Mocktails, Peri Peri Chicken, Potato Wedges, Butterfly Chicken","Portuguese, Wraps, Burger, Salad"
6977,"Noodles, Dragon Chicken, Chop Suey","Chinese, Momos"
6978,"\N","Continental, Burger, Cafe, Steak"
6979,"\N","Cafe, Fast Food, Sandwich, Pizza"
6980,"Sandwiches, Pav Bhaji, Ice Cream Roll, Sev Puri, Vada Pav, Sandwich, Dabeli","Cafe, Desserts, Beverages, Italian"
6981,"\N","Kebab, Rolls, Charcoal Chicken"
6982,"Mutton Roganjosh, Shawarma, Chicken Biryani, Raita, Chicken Kebab, Tandoori Chicken, Butter Naan","Biryani, Mughlai, Chinese, Arabian"
6983,"\N","Seafood, North Indian"
6984,"\N","Kebab, Mughlai, Biryani"
6985,"\N","Tibetan"
6986,"\N","North Indian, Chinese, Bengali, Biryani"
6987,"\N","Juices, Beverages"
6988,"Salads, Pasta, Dal Makhani, Paratha, Chole, Red Velvet Cake, Butter Chicken","North Indian, Continental"
6989,"Sea Food, Murgh Ghee Roast, Chicken Lollipop, Biryani, Fish Fry, Neer Dosa, Bread Pudding","Mangalorean, Seafood"
6990,"Salads, Sandwiches, Arugula Salad, Pasta, Avocado Sandwich, Protein Smoothie, Spaghetti","Cafe, Italian, Healthy Food"
6991,"Beer, Beef Steak, Potato Wedges, Burgers, Nachos, Chilli Pork, Masala Peanuts","American, North Indian, Chinese"
6992,"Manchurian, Vegetarian, Sweet Corn Soup, Paneer Tikka, Noodles, Rabri, Veg Fried Rice","North Indian, Chinese, Continental"
6993,"Fish, Peas Pulao, Naan, Kulcha","North Indian, South Indian, Italian, Continental"
6994,"Waffles, Pie, Corn Dog","Desserts, Beverages, American"
6995,"Burgers, Coffee, Mutton Burger, Sandwiches, Hot Chocolate, Fries, Sandwich","Cafe, American, Fast Food, Coffee, Continental"
6996,"Macaroon, Fruit Tart, Opera Cake, Belgian Dark Chocolate, Orange Tart, Eclair, Chocolate Mousse","Bakery, French, Desserts"
6997,"Momos, Hakka Noodles, Chop Suey","Chinese"
6998,"Coffee, Pasta, Tea","Lebanese, Mediterranean, Cafe"
6999,"Craft Beer, Cocktails, Stout, Chicken Wings, Fish, Brewed Beer, Mysore Pak","Modern Indian"
7000,"Burgers, Peri Peri Chicken, Salad, Nachos, Peri Peri Wings, Chicken Fries, Salads","Fast Food, Healthy Food"
7001,"Beef Biryani, Paratha, Fish Curry, Chicken Biryani, Fish Fry","Kerala, Biryani, North Indian, Chettinad"
7002,"Pizza, Coffee, Pasta, Nachos, Mocktails, Fish, Sandwich","Cafe, Italian, American, Continental"
7003,"Burgers, Peri Peri Chicken Steak, Pizza, Pasta, Meat Balls, Beef Burger, Hot Chocolate","Cafe, Italian, Burger, American, Steak"
7004,"\N","Fast Food, Street Food, Momos"
7005,"Coffee, Kadhai Paneer","South Indian, North Indian, Chinese, Street Food"
7006,"Garlic Naan, Tandoori Chicken, Basmati Rice","North Indian, Chinese, Biryani"
7007,"\N","Kerala, Chinese, North Indian"
7008,"\N","Lebanese, Turkish, BBQ, Burger"
7009,"\N","North Indian, Street Food, Fast Food"
7010,"Burgers, Chicken Wings, Mango Shake, Chicken Crisp Burger, Cheesy Fries, Chicken Fries, Burger Meal","Burger, Fast Food, Beverages"
7011,"Raita, Chicken Biryani","Biryani"
7012,"Waffles, Pancakes","Desserts, Beverages"
7013,"Sandwiches, Chicken Sandwich, Faluda, Egg Sandwich, Salads, Fruit Salad","Beverages, Juices, Fast Food"
7014,"Noodles, Chilli Chicken, Biryani, American Chopsuey, Chinese Bhel, Chowmein, Prawn","Chinese, North Indian, Momos, Biryani"
7015,"Fries, Sandwich, Paan Shake, Pasta, Sandwiches, Noodles, Pizza","North Indian, Street Food, Pizza, Burger, Sandwich"
7016,"Beer, Dragon Chicken, Mojito, Cocktails, Murgh Platter, Mocktails, Sea Food","Chinese, Continental, North Indian"
7017,"Panner Tikka, Coffee, Vada, Idli","South Indian, North Indian, Chinese"
7018,"Mutton Biryani, Brinjal Curry, Chicken Biryani, Kheer, Hyderabadi Biryani, Raita, Kebab Platter","Biryani"
7019,"Laham Mandi, Mutton Chops, Biryani, Mutton Soup, Naan, Paneer Tikka, Jeera Rice","North Indian, Mughlai, Arabian, Chinese"
7020,"Coffee, Idli, Vada, Thali","Chinese, South Indian, North Indian"
7021,"Masala Peanuts, Chicken Biryani, Roti","Andhra, South Indian, Chinese, North Indian"
7022,"Rolls, Beda Roti, Chicken Baida Roti, Chicken Tikka Roll, Aloo Tikka Roll, Mushroom Roll","Biryani, Fast Food, Rolls"
7023,"\N","Rajasthani, North Indian"
7024,"Pav Bhaji, Vada Pav, Panipuri, Tea, Samosa Chaat, Bhel Puri, Jalebi","Street Food, North Indian"
7025,"Pasta","North Indian, Chinese"
7026,"Naan, Tandoori Roti, Chicken Biryani, Dal Makhani, Shahi Paneer, Dum Biryani, Paneer Tikka","North Indian, Mughlai"
7027,"Salads, Pasta, Sandwiches, Momos, Hakka Noodles, Veg Salad, Russian Salad","Salad, Fast Food"
7028,"\N","North Indian, Biryani, South Indian"
7029,"Chicken Biryani, Raita, Egg Chilli","Biryani, North Indian"
7030,"Hot Chocolate, Waffles, Brownie, Chicken Pizza, Tea, Chocolate Cupcake, Pasta","Cafe, Bakery"
7031,"Cappuccino, Eclair, Pizza, Coffee, Blueberry Cheesecake, Oreo Cheesecake, Tiramisu","Cafe, Desserts"
7032,"Coffee, Kulfi, Beef Steak, Chocolate Shake, Sandwiches, Beer, Omelette","South Indian, North Indian, Chinese, Beverages"
7033,"\N","Mediterranean, European, Healthy Food"
7034,"Sea Food","Seafood, North Indian, Chinese, Continental, Mangalorean"
7035,"Paneer Pizza, Penne Pasta, Cheesecake, Chocolate Pizza, Paneer Tikka, Fries","Pizza, Cafe, Italian"
7036,"Biryani, Ragi Mudde, Chicken Curry","South Indian, Biryani, Chinese, North Indian"
7037,"\N","Chinese, Beverages, Andhra"
7038,"\N","Andhra, Chinese, South Indian"
7039,"\N","Fast Food, Chinese, North Indian"
7040,"\N","Andhra, Biryani, North Indian, South Indian"
7041,"\N","Chinese, South Indian, Fast Food"
7042,"Veggie Pizza, French Fries","Pizza, Italian, Desserts"
7043,"Singapore Sling, Sea Food Platter, Cocktails, Long Island Iced Tea, Vanilla Ice Cream, Martini, Ghee Rice","European, Continental"
7044,"\N","Continental, Biryani, Italian, North Indian, Chinese"
7045,"Mutton Seekh, Paan Kulfi, Biryani, Fish, Crispy Corn, Salads, Panipuri","North Indian, European, Mediterranean, BBQ, Kebab"
7046,"Cocktails, Khao Suey, Mocktails, Salad, Beer, Malacca Curry, Sangria","Asian, Thai"
7047,"Cocktails, Paneer Tikka, Beer","Continental"
7048,"Butter Chicken, Pasta, Rolls, Fruit Custard, Gulab Jamun, Maggi, Halwa","North Indian, South Indian, Chinese"
7049,"\N","Chinese, Thai, North Indian"
7050,"Kadak Chai, Cutting Chai, Ginger Tea, Vada Pav, Samosa Bun","Cafe"
7051,"Peri Peri Chicken, Shawarma, Biryani, Rolls","Biryani, North Indian, Arabian"
7052,"Cocktails, Biryani, Pizza, Veg Sushi Platter, Salads, Cheesecake, Lamb Chops","European, Spanish, Continental, Italian"
7053,"Pasta, Cocktails, Sunday Brunch, Orange Mousse, Salads, Chicken Dum Biryani, Kheer","North Indian, South Indian, Continental"
7054,"\N","North Indian, Chinese, Biryani, Seafood, Fast Food, Beverages"
7055,"\N","Biryani, Seafood"
7056,"Hot Chocolate","Desserts"
7057,"Filter Coffee, Hot Coffee, Chaat, Brownie, Tea","Cafe"
7058,"Chicken Biryani","Biryani, Andhra"
7059,"\N","Finger Food, Chinese, North Indian"
7060,"\N","Biryani, Hyderabadi"
7061,"Salads, Martini, Tiramisu, Caviar, Ravioli, Cocktails, Wine","Spanish, Italian, Mediterranean, European, Salad"
7062,"Cocktails, Pie, Rolls, Mezze Platter, Schnitzel, Pancakes, Eggs Benedict","Modern Indian, European, American"
7063,"Pizza, Cheesy Fries, Chicken Ceaser Salad, Tiramisu, Salads, Cocktails, Burgers","Cafe, Italian, American"
7064,"Strawberry Mojito, Cocktails, Chicken Momo, Caramel Custard, Long Island Iced Tea, Spring Roll, Tortilla Chips","Chinese, Continental, American, Steak"
7065,"Burgers, Pizza, Coffee, Cappuccino, Fries","Cafe, Italian, Desserts"
7066,"Pasta, Lunch Buffet, Masala Papad, Paneer Lajawab, Tomato Shorba, Dum Biryani, Sweet Corn Soup","North Indian, Mughlai, Chinese"
